R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Angel Pacheco,Caolan Loughran,,,,,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,0,Bantamweight,MALE,3,1,0,0,5.64,0.43,0.0,2.0,0.26,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,167.64,172.72,135.0,1,0,0,9.5,0.39,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,172.72,177.8,135.0,32.0,27.0,0,0,0,0.0,0.0,0,0,0,0,-5.08,-5.08,-5.0,-3.86,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618,0.2618,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1367.5714,1697.0746,1534.3391,167.0995,176.9043,0.0,0.0,0.0,0.0,1400.0,1449.8558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,210.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.1818,0.0,0.28,0.0,0.5652,0.0,0.352,0.0,0.0,0.0,3.6312,0.0,3.6355,0.0,46.3966,0.0,55.5432,0.0,40.6333,0.0,3.2,0.0,2.0,0.0,5.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567,0.0,3.8,0.0,0.0
Amanda Ribas,Rose Namajunas,180.0,-218.0,180.0,45.87,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Women's Flyweight,FEMALE,5,2,0,0,3.7,0.42,0.4,1.55,0.53,3,5.0,42,7,0,2,2,2,3,0,9.0,Orthodox,165.1,165.1,125.0,0,1,0,4.63,0.4,0.7,2.07,0.51,4,3.0,25,0,0,0,4,1,2,0,7.0,Orthodox,160.02,167.64,125.0,30.0,31.0,2,-1,-1,2.0,2.0,17,7,1,1,5.08,-2.54,1.0,-0.93,-0.3,-0.52,,,8.0,8.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,8.0,Red,U-DEC,,5.0,5:00,1500.0,450.0,250.0,600.0,1000.0,1000.0,140.0,3.24,3.5,64.49,60.9,88.89,60.0,0.0137,0.204,0.2177,0,0,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,34.45,36.31,63.83,64.63,89.13,80.95,67.57,74.91,53.68,38.33,69.62,65.31,20.0,33.33,1513.5605,1521.807,1782.4203,1791.4632,237.5924,252.3658,0.6667,0.3333,0.6667,0.0,1475.8198,1499.4345,-0.0,0.002,-0.0,-0.093,-0.0,-0.004,0.1429,0.2222,0.2857,0.3333,0.5714,0.4444,126.0,203.0,2.0,1.0,2.0,0.0,0.4365,0.3997,0.463,0.4114,0.3841,0.3431,0.4875,0.538,0.4129,0.3581,0.0835,0.1016,5.0802,3.9117,1.697,2.5044,36.9192,39.9967,58.5985,67.28,39.6101,37.2373,5.1148,3.6086,1.8368,0.4208,4.7826,3.4914,0.3023,0.1272,0.3337,0.1323,0.012,0.0,0.0199,0.1143,1.0,2.0,0.2643,0.0236,3.667,3.7146,0.0,0.0026
Karl Williams,Justin Tafa,-205.0,170.0,48.78,170.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Heavyweight,MALE,3,0,3,0,4.09,0.54,0.0,0.0,0.0,3,3.0,12,0,0,0,0,4,0,0,4.0,Southpaw,182.88,187.96,264.0,0,3,0,2.68,0.48,0.2,4.2,0.48,3,0.0,9,0,0,0,3,0,0,0,3.0,Orthodox,190.5,200.66,235.0,34.0,30.0,0,0,0,1.0,3.0,3,0,4,0,-7.62,-12.7,-4.0,1.41,-0.2,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,175.0,900.0,700.0,2200.0,250.0,215.0,1.73,5.95,43.48,49.44,100.0,100.0,0.6105,0.0,0.6105,-1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,62.0,41.83,80.0,82.35,100.0,96.55,51.28,61.44,0.0,22.47,45.0,51.74,100.0,0.0,1459.3097,1397.5901,1500.0,1500.0,350.0,350.0,1.0,1.0,0.0,1.0,1354.7173,1392.8737,0.0,-0.025,0.0,-0.06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,315.0,196.0,0.0,1.0,0.0,1.0,0.5166,0.4959,0.3062,0.0,0.4643,0.4751,0.92,0.3216,0.5041,0.4415,0.1633,0.2841,3.8035,4.297,4.6012,0.0,40.9564,31.483,99.7628,66.1681,41.5313,42.4174,3.8133,4.9956,3.8,0.0,2.8533,5.398,0.1333,0.5281,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.3807,0.0958,3.56,4.8387,0.0,0.0
Edmen Shahbazyan,AJ Dobson,-192.0,160.0,52.08,160.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Middleweight,MALE,3,0,1,0,4.29,0.46,0.3,1.67,0.75,1,2.0,10,0,0,0,1,0,1,0,2.0,Orthodox,185.42,193.04,185.0,1,0,0,3.77,0.5,0.5,2.01,0.38,5,4.0,20,0,0,1,0,4,1,0,6.0,Orthodox,190.5,190.5,185.0,26.0,32.0,-1,1,-4,-4.0,-2.0,-10,0,-4,0,-5.08,2.54,6.0,0.52,-0.2,-0.34,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:33,273.0,300.0,350.0,800.0,1100.0,130.0,600.0,3.83,6.6,46.87,47.06,65.22,64.71,0.0675,0.1828,0.2503,0,0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,41.92,36.74,77.03,75.0,88.89,100.0,52.22,62.45,33.33,8.33,58.69,53.45,19.83,26.56,1452.3069,1388.3913,1731.7961,1500.0,287.1658,350.0,0.3333,0.3333,1.0,0.0,1454.6168,1406.9001,-0.003,0.0,-0.037,0.0,-0.006,0.0,0.6,0.0,0.2,0.0,0.2,1.0,308.0,224.0,3.0,0.0,0.0,0.0,0.5422,0.4722,0.4078,0.6316,0.4554,0.3175,0.8173,0.7293,0.4876,0.4675,0.0786,0.1102,3.1919,3.7354,2.4268,1.0969,41.3603,30.598,77.353,63.3853,44.1842,39.074,4.0544,4.0667,1.1796,1.8947,4.2056,5.2807,0.884,0.3018,0.9429,0.0,0.0,0.0,0.1014,0.0,1.0,0.0,0.1431,0.0633,5.0163,5.8947,0.0,0.0
Payton Talbott,Cameron Saaiman,-162.0,136.0,61.73,136.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Bantamweight,MALE,3,1,0,0,5.32,0.46,0.7,0.91,0.28,4,1.0,13,0,1,0,0,3,0,0,4.0,Southpaw,172.72,170.18,135.0,0,2,0,2.55,0.55,0.5,0.0,0.0,2,0.0,6,0,0,0,1,0,1,0,2.0,Switch,177.8,177.8,135.0,25.0,23.0,1,-2,2,2.0,1.0,7,0,3,-1,-5.08,-7.62,-2.0,-3.06,0.2,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,0:21,321.0,165.0,225.0,800.0,1600.0,350.0,650.0,0.0,2.29,0.0,59.78,0.0,45.45,-0.1461,0.1461,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,43.59,0.0,74.47,0.0,82.93,0.0,67.52,0.0,20.0,0.0,60.71,0.0,50.0,1431.2604,1490.0501,1224.0656,1500.0,233.9394,350.0,1.0,0.6667,1.0,0.3333,1345.2129,1424.0355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.0,0.0,0.0,0.3333,126.0,161.0,0.0,0.0,0.0,0.0,0.5283,0.4923,0.0,0.4615,0.4783,0.4111,0.8,0.7745,0.4444,0.3075,0.0,0.0797,2.0289,5.1918,0.0,0.5998,37.6151,40.151,59.332,74.953,33.6248,38.1908,2.5532,5.4945,0.0,2.8081,0.4559,3.3945,0.0,0.6616,1.3678,1.7271,0.0,0.0,0.0,2.0909,0.0,7.0,0.0,0.2267,0.2,5.3926,0.0,0.1367
Billy Quarantillo,Youssef Zalal,110.0,-130.0,110.0,76.92,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Featherweight,MALE,3,3,0,1,2.87,0.49,1.4,2.33,0.34,3,3.0,21,0,0,0,3,0,0,0,3.0,Switch,177.8,182.88,145.0,0,1,0,7.36,0.56,1.1,1.24,0.23,4,3.0,26,0,0,0,2,4,1,0,7.0,Orthodox,177.8,177.8,145.0,35.0,27.0,3,-1,-1,-4.0,0.0,-5,0,-4,-1,0.0,5.08,-8.0,-4.49,0.3,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:50,410.0,,165.0,,1200.0,,450.0,5.84,1.74,40.59,64.72,58.62,56.52,-0.3039,0.3835,0.0796,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,49.84,41.19,79.14,69.23,92.0,89.58,47.28,71.88,19.38,35.59,43.42,68.83,44.0,50.0,1492.3516,1375.4768,1684.5503,1292.0304,170.5354,193.6388,0.6667,0.0,0.6667,0.0,1464.9502,1386.9589,-0.016,-0.014,0.056,0.056,-0.022,-0.042,0.5,0.0,0.1667,0.0,0.3333,0.5,231.0,1022.0,1.0,0.0,2.0,0.0,0.5273,0.4539,0.1417,0.4918,0.4333,0.3436,0.7708,0.8146,0.4562,0.4285,0.0775,0.0976,8.1581,2.4751,1.38,1.8713,46.5405,31.9974,90.0642,82.3829,50.4786,44.899,7.606,3.0075,0.8562,1.6945,6.254,2.0069,1.6945,0.2201,0.5772,0.8883,0.0921,0.0,0.02,0.8728,1.0,6.0,0.1326,0.3274,5.5024,1.9846,0.0,0.0
Fernando Padilla,Luis Pajuelo,-180.0,150.0,55.56,150.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Featherweight,MALE,3,0,1,0,6.03,0.57,0.0,0.0,0.0,1,0.0,1,0,0,0,0,1,0,0,1.0,Orthodox,177.8,175.26,145.0,1,0,0,6.48,0.42,0.8,0.0,0.0,1,1.0,4,0,0,0,0,1,0,0,1.0,Orthodox,185.42,193.04,145.0,27.0,29.0,-1,1,0,0.0,-1.0,-3,0,0,0,-7.62,-17.78,2.0,-0.45,-0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1.0,2:45,165.0,250.0,400.0,550.0,1400.0,225.0,350.0,8.91,0.0,37.5,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,68.0,0.0,66.67,0.0,100.0,0.0,50.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1385.6483,1400.0,1570.8732,1471.545,165.989,151.2931,0.5,0.0,0.5,0.0,1394.2995,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,189.0,175.0,0.0,0.0,0.0,0.0,0.4836,0.0,0.0,0.0,0.422,0.0,0.7303,0.0,0.4684,0.0,0.2429,0.0,4.7396,0.0,0.0,0.0,25.5181,0.0,63.8245,0.0,29.2483,0.0,7.6325,0.0,0.0,0.0,6.8444,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,7.8725,0.0,0.0,0.0
Kurt Holobaugh,Trey Ogden,105.0,-125.0,105.0,80.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Lightweight,MALE,3,1,0,0,3.07,0.48,0.8,2.04,0.3,1,2.0,12,0,0,0,1,0,0,0,1.0,Orthodox,180.34,182.88,155.0,0,1,0,4.63,0.45,0.8,0.76,0.33,1,5.0,16,0,0,0,0,0,1,0,1.0,Orthodox,180.34,177.8,155.0,37.0,34.0,1,-1,0,0.0,-3.0,-4,0,0,-1,0.0,5.08,-3.0,-1.56,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,450.0,130.0,450.0,450.0,450.0,1200.0,4.92,4.89,43.57,54.45,42.86,100.0,-0.2582,0.3429,0.0847,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,33.94,23.73,75.0,70.18,70.59,78.38,46.04,77.35,26.67,52.31,48.06,54.17,29.58,100.0,1336.0193,1385.2712,1546.1293,1524.3606,245.4868,246.5005,0.3333,0.3333,0.6667,0.0,1430.4546,1433.8852,0.089,0.0,1.193,0.0,0.044,0.0,0.0,0.0,1.0,0.0,0.0,1.0,217.0,350.0,1.0,0.0,1.0,0.0,0.439,0.5311,0.1611,0.1292,0.3501,0.4211,0.7284,0.797,0.3817,0.5197,0.0634,0.1417,4.7304,3.3885,1.079,7.0294,33.8071,36.7886,78.5649,66.5135,36.5228,38.9949,6.5851,3.8131,0.7363,1.7256,5.7275,3.475,0.909,0.4178,1.6571,0.7188,0.0099,0.0,0.0,0.1231,0.0,1.0,0.0858,0.1121,6.296,2.9846,0.0,0.0246
Ricardo Ramos,Julian Erosa,-175.0,145.0,57.14,145.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Featherweight,MALE,3,2,0,0,6.18,0.48,0.8,1.69,0.48,3,7.0,30,0,0,2,1,2,2,0,7.0,Southpaw,185.42,187.96,145.0,1,0,0,3.03,0.36,0.8,2.77,0.61,3,4.0,23,0,0,1,3,2,1,0,7.0,Orthodox,175.26,182.88,145.0,28.0,34.0,1,0,0,0.0,3.0,7,0,0,1,10.16,5.08,6.0,3.15,0.0,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,2:15,135.0,350.0,550.0,350.0,550.0,215.0,500.0,3.82,6.16,57.91,49.17,72.73,61.54,0.2628,0.1122,0.375,-1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,31.62,40.33,58.33,71.49,62.22,82.67,67.19,54.64,34.62,24.37,59.86,51.42,36.84,39.02,1476.4731,1391.1737,1720.2882,1397.7537,145.0083,191.0954,0.3333,0.3333,0.6667,0.6667,1426.4196,1429.0996,-0.011,0.002,-0.011,0.126,-0.003,-0.004,0.2857,0.1667,0.1429,0.3333,0.5714,0.5,182.0,329.0,2.0,6.0,1.0,8.0,0.2243,0.5343,0.3574,0.1511,0.1767,0.3957,0.364,0.8368,0.2134,0.5157,0.1871,0.0668,3.2477,6.793,3.0321,2.123,31.4574,44.7194,65.8987,79.5469,33.676,46.5814,2.2399,7.2126,4.4332,0.8341,3.4017,8.3383,0.0871,0.517,1.8683,0.1137,0.008,0.3152,0.0,0.0,0.0,0.0,0.272,0.0322,1.9734,7.3836,0.0,0.0
Miles Johns,Cody Gibson,-142.0,120.0,70.42,120.0,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Bantamweight,MALE,3,3,0,0,3.96,0.44,0.4,1.61,0.3,1,4.0,12,0,0,0,0,1,0,0,1.0,Orthodox,177.8,180.34,135.0,0,1,0,3.28,0.47,0.0,1.02,0.2,2,2.0,23,0,0,1,2,2,0,0,5.0,Orthodox,170.18,167.64,135.0,29.0,36.0,3,-1,-1,-4.0,2.0,-11,0,-1,0,7.62,12.7,7.0,0.68,0.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,180.0,250.0,1400.0,1000.0,300.0,550.0,2.64,2.54,72.83,63.6,92.31,58.33,-0.0518,0.2205,0.1686,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,41.41,25.65,74.29,65.71,96.77,66.67,77.13,76.44,49.23,31.58,75.34,72.38,23.53,27.78,1451.7467,1334.292,1662.3109,1727.9899,290.319,198.8507,0.6667,0.0,0.6667,0.3333,1405.4292,1391.9929,-0.014,0.092,-0.029,0.806,-0.138,0.033,0.5,1.0,0.0,0.0,0.5,0.0,490.0,217.0,1.0,0.0,2.0,1.0,0.4472,0.4302,0.1532,0.1359,0.3942,0.3812,0.6504,0.6296,0.4473,0.388,0.1209,0.1431,3.3141,5.2768,0.6014,1.1425,40.0933,42.6408,73.4047,85.6191,43.0738,40.8926,3.2339,6.1804,0.9752,0.561,2.8031,6.4388,0.1047,1.3462,0.0,0.0758,0.0205,0.0171,0.0311,0.0,1.0,0.0,0.0729,0.0527,2.3716,5.9236,0.0,0.0
Jarno Errens,Steven Nguyen,136.0,-162.0,136.0,61.73,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,0,Featherweight,MALE,3,0,2,0,7.15,0.4,0.0,0.28,1.0,2,1.0,8,0,0,0,1,1,0,0,2.0,Switch,180.34,185.42,145.0,2,0,0,3.29,0.44,0.3,0.0,0.0,0,2.0,6,0,0,0,0,0,0,0,0.0,Orthodox,180.34,185.42,145.0,29.0,30.0,-2,2,2,2.0,-1.0,2,0,1,0,0.0,0.0,1.0,3.86,-0.3,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,150.0,800.0,700.0,500.0,350.0,2.13,0.0,54.29,0.0,40.0,0.0,-0.0377,0.0377,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,31.25,0.0,57.14,0.0,28.57,0.0,67.44,0.0,44.44,0.0,56.45,0.0,40.0,0.0,1314.1046,1400.0,1703.62,1417.7303,135.8724,219.6598,0.0,0.0,0.0,0.0,1385.4447,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,175.0,0.0,0.0,1.0,0.0,0.3878,0.0,0.0,0.0,0.291,0.0,0.4857,0.0,0.3742,0.0,0.0123,0.0,1.3348,0.0,0.0,0.0,21.2649,0.0,47.9376,0.0,29.7072,0.0,1.7333,0.0,0.0,0.0,3.0933,0.0,0.1333,0.0,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.034,0.0,2.72,0.0,0.0,0.0
Montserrat Rendon,Daria Zhelezniakova,245.0,-305.0,245.0,32.79,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Women's Bantamweight,FEMALE,3,0,0,0,3.8,0.38,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,,175.26,172.72,135.0,0,1,0,3.13,0.28,0.0,3.0,0.54,1,0.0,3,0,0,1,0,0,0,0,1.0,Orthodox,172.72,172.72,135.0,35.0,28.0,0,-1,-1,-1.0,0.0,-3,0,0,0,2.54,0.0,-7.0,0.67,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,275.0,,1800.0,,2200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4894,0.0,0.4894,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.112,1400.0,1678.9971,1514.6792,250.2581,158.2156,1.0,0.0,0.0,0.0,1427.6874,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Severino,Andre Lima,,,,,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Flyweight,MALE,3,0,1,0,3.75,0.56,0.8,0.79,0.5,1,0.0,3,0,0,0,1,0,0,0,1.0,Orthodox,170.18,170.18,125.0,0,1,0,7.17,0.52,0.0,9.69,0.71,1,0.0,2,0,0,0,0,1,0,0,1.0,Orthodox,170.18,175.26,125.0,20.0,25.0,0,0,0,0.0,0.0,1,0,-1,0,0.0,-5.08,5.0,-3.42,0.8,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,,2.0,2:52,472.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.4007,0.074,0.4747,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1686.4793,1461.7224,179.461,317.5324,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Usman,Mick Parkin,,,,,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,0,Heavyweight,MALE,3,0,3,0,4.91,0.52,0.3,1.49,0.41,3,0.0,7,0,0,0,2,0,1,0,3.0,Orthodox,193.04,200.66,265.0,0,3,0,3.41,0.36,0.0,0.69,0.17,3,0.0,8,0,0,0,2,1,0,0,3.0,Orthodox,187.96,200.66,239.0,34.0,28.0,0,0,0,0.0,0.0,-1,0,-1,1,5.08,0.0,-6.0,1.5,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,2.62,2.4,51.35,73.33,0.0,100.0,-0.0645,0.1936,0.1291,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,25.37,39.36,100.0,80.0,0.0,100.0,63.1,81.51,12.5,33.33,54.26,74.24,0.0,0.0,1496.653,1484.8106,1519.9985,1500.0,225.5024,350.0,1.0,1.0,0.3333,0.0,1386.174,1415.9445,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,1.0,182.0,126.0,0.0,0.0,0.0,0.0,0.3502,0.4824,0.2105,0.18,0.3032,0.375,0.8917,0.72,0.2942,0.4654,0.1048,0.1492,2.573,5.9939,1.3356,1.0225,26.9472,59.3983,66.6612,85.8195,31.6579,60.5247,3.2827,4.0933,1.1053,1.8,4.4135,4.0,0.1113,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.2168,0.33,3.4737,3.4,0.0,0.0
